name	age	gender	ethnicity	type	party	state	user_screen_name	wikipedia_id	wiki_img_url	wiki_img_labels	wiki_img_labelsconf	wiki_img_labels_macv	wiki_img_labels_awsrek	wiki_img_labelsconf_awsrek	wiki_img_objects
Daniel Webster	69	Male	white	Representative	Republican	FL	RepWebster	Daniel_Webster_(Florida_politician)	mc_images/Daniel_Webster_(Florida_politician).jpg	official, suit, businessperson, chin, elder, outerwear, gentleman, business, spokesperson, formal_wear, white_collar_worker, necktie, public_speaking, senior_citizen, portrait, tuxedo, smile, speaker	0.883713960647583, 0.8121166825294495, 0.8018949031829834, 0.7693744897842407, 0.7556389570236206, 0.7299144864082336, 0.6958056092262268, 0.6595594882965088, 0.6546929478645325, 0.6209412217140198, 0.5860761404037476, 0.5788171887397766, 0.5624780058860779, 0.5534453988075256, 0.5265880823135376, 0.5259807109832764, 0.5124262571334839, 0.5016152262687683	person, suit, man, clothing, necktie, outdoor, standing, wearing, dressed, holding, front, white, woman, sign, street	human, executive, person, face, head, accessory, tie, accessories, apparel, clothing, attorney, coat, overcoat, suit, necktie, smile, photo, photography, jacket, portrait, blazer, man	99.52250671386719, 99.52250671386719, 99.52250671386719, 98.35310363769531, 93.78073120117188, 93.2875747680664, 93.2875747680664, 93.2875747680664, 84.16995239257812, 84.16995239257812, 82.1562728881836, 79.23112487792969, 79.23112487792969, 79.23112487792969, 76.95905303955078, 71.69605255126953, 63.651615142822266, 63.651615142822266, 63.198673248291016, 63.195064544677734, 56.6280403137207, 55.48332214355469	Man, Tie
Peter Welch	71	Male	white	Representative	Democrat	VT	PeterWelch	Peter_Welch	mc_images/Peter_Welch.jpg	senior_citizen, person, elder, official, businessperson, smile	0.962455689907074, 0.9298133850097656, 0.7522701621055603, 0.6303579807281494, 0.5614982843399048, 0.5121986269950867	person, man, indoor, table, standing, window, holding, front, cake, cutting, wedding, white, wearing, wine, cut, shirt, large, room, woman, people, kitchen	human, person, apparel, clothing, home_decor, shirt, face, man	97.63849639892578, 97.63849639892578, 91.53520202636719, 91.53520202636719, 88.6715316772461, 88.00483703613281, 71.39493560791016, 70.74439239501953	Person, Man, Glasses, Shirt, Tie
Joe Wilson	71	Male	white	Representative	Republican	SC	RepJoeWilson	Joe_Wilson_(U.S._politician)	mc_images/Joe_Wilson_(U.S._politician).jpg	official, suit, businessperson, outerwear, spokesperson, speaker, military_officer, formal_wear, gentleman, necktie	0.8911502361297607, 0.8766451478004456, 0.7482807636260986, 0.7046900391578674, 0.6766126751899719, 0.5813512206077576, 0.5768070220947266, 0.5333767533302307, 0.5189080834388733, 0.510473370552063	person, man, suit, clothing, standing, wearing, red, dressed, posing, woman, smiling, holding, cutting, people, white, group, sign	symbol, flag, human, person, american_flag, face, accessory, tie, accessories	99.72785186767578, 99.72785186767578, 93.21910095214844, 93.21910095214844, 92.35610961914062, 87.89767456054688, 63.388755798339844, 63.388755798339844, 63.388755798339844	Tie, Man, Flag, Person
Frederica Wilson	76	Female	african_american	Representative	Democrat	FL	RepWilson	Frederica_Wilson	mc_images/Frederica_Wilson.jpg	fashion_accessory, headgear, hat, official	0.8699806928634644, 0.8148496747016907, 0.7537946701049805, 0.7278944849967957	person, woman, front, table, man, black, sitting, holding, wearing, street, large, hat, white, red, young, standing, riding, boat, blue, city	clothing, apparel, human, person, symbol, flag, hat, accessory, accessories, cowboy_hat	99.05826568603516, 99.05826568603516, 96.99494934082031, 96.99494934082031, 78.60221099853516, 78.60221099853516, 75.41920471191406, 57.17997741699219, 57.17997741699219, 55.608360290527344	Cowboy hat, Person, Hat, Flag
Robert Wittman	59	Male	white	Representative	Republican	VA	RobWittman	Rob_Wittman	mc_images/Rob_Wittman.jpg	person, official, suit, businessperson, spokesperson, necktie, smile, outerwear, elder, formal_wear, gentleman, public_speaking, speech, white_collar_worker, speaker, tuxedo	0.9367474913597107, 0.8921952843666077, 0.8785785436630249, 0.7914168834686279, 0.7898407578468323, 0.7386799454689026, 0.7318862676620483, 0.724368691444397, 0.7176689505577087, 0.6681253910064697, 0.6345118284225464, 0.6321621537208557, 0.6167627573013306, 0.577343225479126, 0.5429689884185791, 0.5128360390663147	person, man, suit, clothing, necktie, wearing, standing, dressed, holding, red, front, people, white	flag, symbol, american_flag, human, person, face, accessory, accessories, tie	99.58426666259766, 99.58426666259766, 92.36322784423828, 91.61883544921875, 91.61883544921875, 64.44602966308594, 63.50883483886719, 63.50883483886719, 63.50883483886719	Tie, Person, Man
Steve Womack	61	Male	white	Representative	Republican	AR	Rep_SteveWomack	Steve_Womack	mc_images/Steve_Womack.jpg	person, official, spokesperson, chin, businessperson, forehead, elder, suit, necktie, speaker, speech, public_speaking, senior_citizen, gentleman	0.9395857453346252, 0.8933907151222229, 0.8556944727897644, 0.8131972551345825, 0.7836245894432068, 0.7720542550086975, 0.7036747932434082, 0.6929368376731873, 0.6297876834869385, 0.6119351983070374, 0.5786797404289246, 0.554232120513916, 0.5470978617668152, 0.533635675907135	person, man, suit, necktie, clothing, indoor, wearing, red, standing, dressed, posing, front, looking, older, holding, camera, black, white, woman, old, large, people, blue	accessories, tie, accessory, symbol, flag, person, human, necktie, american_flag, face	97.36846923828125, 97.36846923828125, 97.36846923828125, 94.78141021728516, 94.78141021728516, 93.93929290771484, 93.93929290771484, 84.94752502441406, 78.14435577392578, 71.09831237792969	Tie, Person
Rob Woodall	48	Male	white	Representative	Republican	GA	RepRobWoodall	Rob_Woodall	mc_images/Rob_Woodall.jpg	person, official, suit, spokesperson, businessperson, necktie, elder, senior_citizen, speaker, speech, formal_wear, smile, public_speaking	0.9238050580024719, 0.8937512040138245, 0.849017322063446, 0.7962891459465027, 0.7825747728347778, 0.7383382320404053, 0.7078397870063782, 0.6121597290039062, 0.6110811829566956, 0.5897046327590942, 0.5677523016929626, 0.5378184914588928, 0.5288521647453308	person, suit, man, necktie, clothing, wearing, red, dressed, standing, posing, woman, people, holding, white	tie, accessories, accessory, symbol, flag, human, person, necktie, american_flag, face	98.69269561767578, 98.69269561767578, 98.69269561767578, 94.71461486816406, 94.71461486816406, 91.28152465820312, 91.28152465820312, 90.50015258789062, 78.0785140991211, 72.41207885742188	Person, Tie, Flag, Man
Ron Wyden	69	Male	white	Senator	Democrat	OR	RonWyden	Ron_Wyden	mc_images/Ron_Wyden.jpg	suit, businessperson, formal_wear, standing, white_collar_worker, official, necktie, public_speaking, business, gentleman, tuxedo, blazer	0.9640288949012756, 0.8000365495681763, 0.7869658470153809, 0.7597363591194153, 0.7541484832763672, 0.7477502822875977, 0.7341280579566956, 0.7323001623153687, 0.702420711517334, 0.6666819453239441, 0.6632711887359619, 0.5575886368751526	person, building, outdoor, suit, man, clothing, standing, sidewalk, walking, talking, street, business, wearing, holding, dressed, phone, black, city, woman, red, suitcase, white	clothing, apparel, jacket, blazer, coat, human, person, suit, overcoat, executive, man, tie, accessory, accessories	99.760009765625, 99.760009765625, 99.4368667602539, 99.4368667602539, 99.4368667602539, 97.94225311279297, 97.94225311279297, 97.7085189819336, 97.7085189819336, 97.5671615600586, 79.7646255493164, 61.89512634277344, 61.89512634277344, 61.89512634277344	Person, Man, Tie
John Yarmuth	71	Male	white	Representative	Democrat	KY	RepJohnYarmuth	John_Yarmuth	mc_images/John_Yarmuth.jpg	person, official, spokesperson, businessperson, elder, speaker, speech, public_speaking	0.9235832095146179, 0.8889845013618469, 0.7791069149971008, 0.7576622366905212, 0.7037169337272644, 0.6705822348594666, 0.6379917860031128, 0.5180878043174744	person, man, suit, clothing, red, wearing, photo, posing, standing, mountain, holding, woman, dressed, smiling, older, people, glasses, white	symbol, flag, person, human, american_flag, accessories, accessory, tie, face, necktie	99.73988342285156, 99.73988342285156, 94.94523620605469, 94.94523620605469, 92.3205337524414, 89.14659881591797, 89.14659881591797, 89.14659881591797, 73.40702819824219, 67.16214752197266	Tie, Flag, Person, Man
Kevin Yoder	42	Male	white	Representative	Republican	KS	RepKevinYoder	Kevin_Yoder	mc_images/Kevin_Yoder.jpg	suit, official, businessperson, outerwear, necktie, spokesperson, formal_wear, gentleman, tuxedo, speaker	0.9201071858406067, 0.8814226984977722, 0.7904737591743469, 0.7781046628952026, 0.771424412727356, 0.6943691372871399, 0.6792392730712891, 0.6429470181465149, 0.6043949127197266, 0.598788321018219	person, man, necktie, clothing, striped, flag, standing, suit, wearing, uniform, holding, smiling, military, posing, dressed, woman, people, red, cutting, white, group, young, sign, blue, street, shirt	flag, symbol, person, human, american_flag, face, tie, accessories, accessory	99.01299285888672, 99.01299285888672, 93.53764343261719, 93.53764343261719, 88.39089965820312, 66.74551391601562, 66.5893783569336, 66.5893783569336, 66.5893783569336	Tie, Flag, Man, Person
Don Young	85	Male	white	Representative	Republican	AK	RepDonYoung	Don_Young	mc_images/Don_Young.jpg	person, official, spokesperson, businessperson, elder, speaker, senior_citizen, speech	0.9228060841560364, 0.8920953869819641, 0.7656275033950806, 0.7516606450080872, 0.7493940591812134, 0.6412846446037292, 0.6219065189361572, 0.5288063883781433	person, man, clothing, red, suit, wearing, standing, holding, jacket, dressed, smiling, black, older, white, woman, sign, street, people	flag, symbol, person, human, american_flag, tie, accessories, accessory	99.70521545410156, 99.70521545410156, 95.65007019042969, 95.65007019042969, 92.4715805053711, 56.876338958740234, 56.876338958740234, 56.876338958740234	Tie, Flag, Glasses, Person, Man
Todd Young	46	Male	white	Senator	Republican	IN	SenToddYoung	Todd_Young	mc_images/Todd_Young.jpg	person, official, chin, businessperson, necktie, suit, spokesperson, gentleman, white_collar_worker, speaker, business, elder	0.930796205997467, 0.8823639750480652, 0.7981362342834473, 0.7969253063201904, 0.7958301305770874, 0.760670006275177, 0.7566730380058289, 0.7220231294631958, 0.7206504940986633, 0.545778751373291, 0.5228167772293091, 0.5212699770927429	person, man, necktie, suit, wearing, posing, red, standing, smiling, dressed, business, camera, holding, front, jacket, looking, glasses, black, shirt, white, sign	face, human, person, accessories, tie, accessory, flag, symbol, necktie, american_flag, people, head	98.46746063232422, 98.46746063232422, 98.46746063232422, 95.15968322753906, 95.15968322753906, 95.15968322753906, 91.05199432373047, 91.05199432373047, 78.34542846679688, 75.15550994873047, 60.16556930541992, 56.56199264526367	Tie, Man, Person
Dean Heller	58	Male	white	Senator	Republican	NV	SenDeanHeller	Dean_Heller	mc_images/Dean_Heller.jpg	suit, official, businessperson, necktie, formal_wear, business, tuxedo, white_collar_worker, spokesperson	0.9081154465675354, 0.8498516082763672, 0.8008847832679749, 0.6673531532287598, 0.6323782801628113, 0.6130428910255432, 0.576145350933075, 0.5594788193702698, 0.5049214363098145	person, man, suit, necktie, clothing, standing, window, business, wearing, photo, front, posing, holding, dressed, smiling, woman, talking, wedding, people, room, table, desk	human, person, face, apparel, clothing, attorney, accessories, tie, accessory, suit, coat, overcoat, smile, architecture, building, executive, jacket, blazer, head, man, column, pillar, photo, photography, necktie, portrait	98.40953063964844, 98.40953063964844, 98.40953063964844, 96.02494049072266, 96.02494049072266, 88.6610107421875, 83.51569366455078, 83.51569366455078, 83.51569366455078, 82.06168365478516, 82.06168365478516, 82.06168365478516, 81.4734878540039, 79.10208892822266, 79.10208892822266, 76.86158752441406, 69.56840515136719, 69.56840515136719, 67.75003051757812, 67.60869598388672, 65.37686157226562, 65.37686157226562, 65.01024627685547, 65.01024627685547, 63.70329284667969, 62.48224639892578	Tie, Man
Mark Amodei	60	Male	white	Representative	Republican	NV	MarkAmodeiNV2	Mark_Amodei	mc_images/Mark_Amodei.jpg	person, official, suit, businessperson, spokesperson, elder, necktie, speaker, business, gentleman, white_collar_worker	0.9329196810722351, 0.8931688070297241, 0.8497079610824585, 0.8010172247886658, 0.7873109579086304, 0.7502114176750183, 0.6665698885917664, 0.6003714799880981, 0.5881510972976685, 0.5663986206054688, 0.5016738772392273	person, man, suit, clothing, wearing, standing, looking, glasses, red, older, holding, dressed, posing, people, old, table, white	flag, symbol, human, person, american_flag, face, tie, accessory, accessories	98.15084838867188, 98.15084838867188, 96.26171875, 96.26171875, 88.65462493896484, 73.23583221435547, 69.45336151123047, 69.45336151123047, 69.45336151123047	Tie, Flag, Glasses, Man
Suzanne Bonamici	64	Female	white	Representative	Democrat	OR	RepBonamici	Suzanne_Bonamici	mc_images/Suzanne_Bonamici.jpg	person, official, spokesperson, chin, smile, businessperson, portrait, speaker, elder, television_presenter	0.9349761605262756, 0.8586533069610596, 0.8194260001182556, 0.7738813757896423, 0.6810587048530579, 0.6526786684989929, 0.6119973659515381, 0.5998086333274841, 0.5384989976882935, 0.5218403935432434	person, indoor, woman, red, shirt, looking, wearing, man, laptop, front, young, table, sitting, using, holding, smiling, glasses, computer, white, standing, phone, blue	symbol, flag, human, person, american_flag, face, female, woman	99.30076599121094, 99.30076599121094, 93.3849105834961, 93.3849105834961, 90.98209381103516, 82.93083190917969, 80.41584014892578, 62.35104751586914	Woman, Flag, Person
Suzan DelBene	56	Female	white	Representative	Democrat	WA	RepDelBene	Suzan_DelBene	mc_images/Suzan_DelBene.jpg	vision_care, glasses, eyewear, chin, outerwear, spokesperson, businessperson, official, smile, business, speaker	0.9218467473983765, 0.8447471857070923, 0.825461745262146, 0.7814198136329651, 0.7240597009658813, 0.7097156643867493, 0.6896379590034485, 0.6798526048660278, 0.6332865357398987, 0.5705681443214417, 0.5390888452529907	person, woman, glasses, man, wearing, holding, red, standing, smiling, shirt, white, laptop, suit, large, sign, phone, umbrella, room	symbol, flag, person, human, home_decor, american_flag, female, face, woman, child, kid, girl, teen, blonde, clothing, apparel, linen	98.10680389404297, 98.10680389404297, 94.24649047851562, 94.24649047851562, 91.0615463256836, 84.80425262451172, 84.52288818359375, 82.58807373046875, 68.32998657226562, 68.06216430664062, 68.06216430664062, 68.06216430664062, 68.06216430664062, 68.06216430664062, 61.937156677246094, 61.937156677246094, 57.998050689697266	Woman, Glasses, Flag
Thomas Massie	47	Male	white	Representative	Republican	KY	RepThomasMassie	Thomas_Massie	mc_images/Thomas_Massie.jpg	person, official, suit, elder, businessperson, gentleman, formal_wear, speaker, necktie, public_speaking, scholar, portrait	0.9257022142410278, 0.8889269828796387, 0.8164700865745544, 0.7859185934066772, 0.761055588722229, 0.6452080607414246, 0.6217772364616394, 0.6129562854766846, 0.5781770944595337, 0.5646405220031738, 0.539963960647583, 0.5207242369651794	person, suit, man, necktie, indoor, wearing, clothing, dressed, posing, standing, camera, jacket, red, business, holding, front, smiling, sign, room, white	person, human, executive, accessories, accessory, tie, face, head, attorney, necktie, apparel, clothing, glasses, coat, portrait, photo, photography, furniture, table	97.5645980834961, 97.5645980834961, 95.12183380126953, 93.64506530761719, 93.64506530761719, 93.64506530761719, 93.54077911376953, 89.64543151855469, 82.50001525878906, 75.73467254638672, 71.728271484375, 71.728271484375, 59.22407913208008, 58.78219985961914, 58.38816452026367, 58.38816452026367, 58.38816452026367, 56.39777374267578, 56.39777374267578	Person, Tie, Man
